week_id,store_id,item_id,promo_mechanism_id,units_ty,sales_dollars_ty,markdown_dollars_ty,regular_price_ty,sell_price_ty,units_ly,sales_dollars_ly,markdown_dollars_ly,regular_price_ly,sell_price_ly,dollar_chg_yoy,unit_chg_yoy,pct_chg_yoy,is_on_promo,promo_lift_units,gross_margin_ty,gross_margin_ly
13,178,1001,0,197,2555.09,0.0,12.97,12.97,185,2399.45,0.0,12.97,12.97,155.64,12,6.49,0,0,715.43,671.85
14,178,1001,0,195,2529.15,0.0,12.97,12.97,183,2373.51,0.0,12.97,12.97,155.64,12,6.56,0,0,708.16,664.58
15,178,1001,3,234,3034.98,0.0,12.97,12.97,218,2827.46,0.0,12.97,12.97,207.52,16,7.34,1,47,849.79,791.69
16,178,1001,0,183,2373.51,0.0,12.97,12.97,217,2532.39,281.45,12.97,11.67,-158.88,-34,-6.27,0,0,664.58,709.07
17,178,1001,0,209,2710.73,0.0,12.97,12.97,184,2386.48,0.0,12.97,12.97,324.25,25,13.59,0,0,759.0,668.21
18,178,1001,0,189,2451.33,0.0,12.97,12.97,174,2256.78,0.0,12.97,12.97,194.55,15,8.62,0,0,686.37,631.9
19,178,1001,0,175,2269.75,0.0,12.97,12.97,162,2101.14,0.0,12.97,12.97,168.61,13,8.02,0,0,635.53,588.32
20,178,1001,0,166,2153.02,0.0,12.97,12.97,166,2153.02,0.0,12.97,12.97,0.0,0,0.0,0,0,602.85,602.85
21,178,1001,0,169,2191.93,0.0,12.97,12.97,164,2127.08,0.0,12.97,12.97,64.85,5,3.05,0,0,613.74,595.58
22,178,1001,0,173,2243.81,0.0,12.97,12.97,172,2007.24,223.08,12.97,11.67,236.57,1,11.79,0,0,628.27,562.03
23,178,1001,0,154,1997.38,0.0,12.97,12.97,149,1932.53,0.0,12.97,12.97,64.85,5,3.36,0,0,559.27,541.11
24,178,1001,0,167,2165.99,0.0,12.97,12.97,151,1958.47,0.0,12.97,12.97,207.52,16,10.6,0,0,606.48,548.37
25,178,1001,0,160,2075.2,0.0,12.97,12.97,146,1893.62,0.0,12.97,12.97,181.58,14,9.59,0,0,581.06,530.21
26,178,1001,0,188,2438.36,0.0,12.97,12.97,196,2287.32,254.21,12.97,11.67,151.04,-8,6.6,0,0,682.74,640.45
27,178,1001,3,209,2710.73,0.0,12.97,12.97,160,2075.2,0.0,12.97,12.97,635.53,49,30.63,1,42,759.0,581.06
28,178,1001,0,183,2373.51,0.0,12.97,12.97,158,2049.26,0.0,12.97,12.97,324.25,25,15.82,0,0,664.58,573.79
29,178,1001,3,241,3125.77,0.0,12.97,12.97,167,2165.99,0.0,12.97,12.97,959.78,74,44.31,1,48,875.22,606.48
30,178,1001,0,181,2347.57,0.0,12.97,12.97,208,2427.36,269.78,12.97,11.67,-79.79,-27,-3.29,0,0,657.32,679.66
31,178,1001,0,192,2490.24,0.0,12.97,12.97,173,2243.81,0.0,12.97,12.97,246.43,19,10.98,0,0,697.27,628.27
32,178,1001,0,194,2516.18,0.0,12.97,12.97,181,2347.57,0.0,12.97,12.97,168.61,13,7.18,0,0,704.53,657.32
33,178,1001,0,193,2503.21,0.0,12.97,12.97,180,2334.6,0.0,12.97,12.97,168.61,13,7.22,0,0,700.9,653.69
34,178,1001,0,189,2451.33,0.0,12.97,12.97,180,2334.6,0.0,12.97,12.97,116.73,9,5.0,0,0,686.37,653.69
35,178,1001,1,210,2450.7,272.37,12.97,11.67,187,2425.39,0.0,12.97,12.97,25.31,23,1.04,1,27,686.2,679.11
36,178,1001,2,222,2590.74,287.93,12.97,11.67,158,2049.26,0.0,12.97,12.97,541.48,64,26.42,1,51,725.41,573.79
37,178,1001,0,168,2178.96,0.0,12.97,12.97,156,2023.32,0.0,12.97,12.97,155.64,12,7.69,0,0,610.11,566.53
38,178,1001,0,174,2256.78,0.0,12.97,12.97,180,2334.6,0.0,12.97,12.97,-77.82,-6,-3.33,0,0,631.9,653.69
39,178,1001,0,174,2256.78,0.0,12.97,12.97,192,2490.24,0.0,12.97,12.97,-233.46,-18,-9.37,0,0,631.9,697.27
40,178,1001,3,215,2788.55,0.0,12.97,12.97,151,1958.47,0.0,12.97,12.97,830.08,64,42.38,1,43,780.79,548.37
